date,stock_id,open,high,low,close,spread,trading_volume,trading_money,trading_turnover,industry_category,stock_name,type,date_right,rolling_max_20,break_20_day_high,is_20_day_high,short_entry
2022-12-28T00:00:00.000000,6462,62.5,62.5,60.8,61.0,61.0,168000,10305700,128,半導體業,神盾,tpex,2025-04-14,67.6,0,0,0
2022-12-29T00:00:00.000000,6462,61.0,61.9,60.1,61.0,61.0,82000,4996400,53,半導體業,神盾,tpex,2025-04-14,67.6,0,0,0
2022-12-30T00:00:00.000000,6462,61.3,61.8,60.4,60.5,60.5,74000,4503000,70,半導體業,神盾,tpex,2025-04-14,67.6,0,0,0
2023-01-03T00:00:00.000000,6462,60.5,61.5,59.6,60.8,60.8,84000,5106600,70,半導體業,神盾,tpex,2025-04-14,65.1,0,0,0
2023-01-04T00:00:00.000000,6462,60.7,63.9,60.7,63.4,63.4,252000,15868800,207,半導體業,神盾,tpex,2025-04-14,65.1,0,0,0
2023-01-05T00:00:00.000000,6462,63.5,64.1,63.0,63.1,63.1,89000,5650600,82,半導體業,神盾,tpex,2025-04-14,65.1,0,0,0
2023-01-06T00:00:00.000000,6462,63.1,63.6,62.9,63.1,63.1,81000,5114100,60,半導體業,神盾,tpex,2025-04-14,65.1,0,0,0
2023-01-09T00:00:00.000000,6462,64.1,64.5,63.3,64.2,64.2,147000,9408100,122,半導體業,神盾,tpex,2025-04-14,65.1,0,0,0
2023-01-10T00:00:00.000000,6462,64.6,64.9,63.7,64.5,64.5,91000,5860700,78,半導體業,神盾,tpex,2025-04-14,65.1,0,0,0
2023-01-11T00:00:00.000000,6462,64.5,64.9,64.0,64.3,64.3,65000,4179900,56,半導體業,神盾,tpex,2025-04-14,65.1,0,0,0
2023-01-12T00:00:00.000000,6462,64.5,64.7,63.6,63.8,63.8,89000,5700600,75,半導體業,神盾,tpex,2025-04-14,65.1,0,0,0
2023-01-13T00:00:00.000000,6462,64.4,64.4,63.0,63.1,63.1,63000,3990400,58,半導體業,神盾,tpex,2025-04-14,64.5,0,0,0
2023-01-16T00:00:00.000000,6462,63.1,63.2,62.6,62.8,62.8,49000,3080600,44,半導體業,神盾,tpex,2025-04-14,64.5,0,0,0
2023-01-17T00:00:00.000000,6462,62.6,63.3,62.6,63.1,63.1,91000,5738800,68,半導體業,神盾,tpex,2025-04-14,64.5,0,0,0
2023-01-30T00:00:00.000000,6462,63.5,65.4,63.5,65.2,65.2,292000,18914600,200,半導體業,神盾,tpex,2025-04-14,65.2,1,1,0
2023-01-31T00:00:00.000000,6462,65.0,66.0,64.8,65.5,65.5,127000,8311500,115,半導體業,神盾,tpex,2025-04-14,65.5,1,1,1
2023-02-01T00:00:00.000000,6462,66.0,69.5,66.0,69.2,69.2,626000,42540000,475,半導體業,神盾,tpex,2025-04-14,69.2,1,1,1
2023-02-02T00:00:00.000000,6462,70.0,73.0,70.0,70.6,70.6,644000,45906800,514,半導體業,神盾,tpex,2025-04-14,70.6,1,1,1
2023-02-03T00:00:00.000000,6462,70.6,71.7,69.3,70.7,70.7,279000,19714400,199,半導體業,神盾,tpex,2025-04-14,70.7,1,1,1
2023-02-06T00:00:00.000000,6462,71.0,71.5,69.8,70.8,70.8,86000,6088900,78,半導體業,神盾,tpex,2025-04-14,70.8,1,1,1
2023-02-07T00:00:00.000000,6462,70.8,71.4,70.0,71.3,71.3,118000,8324000,104,半導體業,神盾,tpex,2025-04-14,71.3,1,1,1
2023-02-08T00:00:00.000000,6462,71.1,77.4,71.1,76.1,76.1,879000,65867300,724,半導體業,神盾,tpex,2025-04-14,76.1,1,1,1
2023-02-09T00:00:00.000000,6462,76.8,79.7,75.9,77.0,77.0,831000,64517300,681,半導體業,神盾,tpex,2025-04-14,77.0,1,1,1
2023-02-10T00:00:00.000000,6462,78.5,78.5,74.6,74.8,74.8,497000,37481800,370,半導體業,神盾,tpex,2025-04-14,77.0,0,0,1
2023-02-13T00:00:00.000000,6462,74.5,79.7,74.5,78.4,78.4,818000,64036800,658,半導體業,神盾,tpex,2025-04-14,78.4,1,1,0
2023-02-14T00:00:00.000000,6462,78.2,80.9,77.8,77.8,77.8,657000,52026400,534,半導體業,神盾,tpex,2025-04-14,78.4,0,0,1
2023-02-15T00:00:00.000000,6462,77.1,79.3,76.9,77.3,77.3,331000,25803400,241,半導體業,神盾,tpex,2025-04-14,78.4,0,0,0
2023-02-16T00:00:00.000000,6462,78.9,80.3,78.1,78.2,78.2,324000,25517000,280,半導體業,神盾,tpex,2025-04-14,78.4,0,0,0
2023-02-17T00:00:00.000000,6462,78.2,80.0,78.2,79.6,79.6,495000,39319300,399,半導體業,神盾,tpex,2025-04-14,79.6,1,1,0
2023-02-20T00:00:00.000000,6462,80.0,80.9,78.8,79.4,79.4,476000,37961100,389,半導體業,神盾,tpex,2025-04-14,79.6,0,0,1
2023-02-21T00:00:00.000000,6462,79.6,80.0,78.7,79.4,79.4,317000,25145300,255,半導體業,神盾,tpex,2025-04-14,79.6,0,0,0
2023-02-22T00:00:00.000000,6462,79.0,80.3,78.3,79.1,79.1,341000,27023600,281,半導體業,神盾,tpex,2025-04-14,79.6,0,0,0
2023-02-23T00:00:00.000000,6462,78.9,80.8,78.9,79.4,79.4,349000,27782800,280,半導體業,神盾,tpex,2025-04-14,79.6,0,0,0
2023-02-24T00:00:00.000000,6462,79.6,80.2,78.3,79.2,79.2,397000,31430700,297,半導體業,神盾,tpex,2025-04-14,79.6,0,0,0
2023-03-01T00:00:00.000000,6462,80.0,80.0,78.5,79.8,79.8,299000,23672700,243,半導體業,神盾,tpex,2025-04-14,79.8,1,1,0
2023-03-02T00:00:00.000000,6462,79.9,80.7,79.4,79.9,79.9,267000,21359300,212,半導體業,神盾,tpex,2025-04-14,79.9,1,1,1
2023-03-03T00:00:00.000000,6462,79.5,81.0,79.5,80.4,80.4,369000,29637600,309,半導體業,神盾,tpex,2025-04-14,80.4,1,1,1
2023-03-06T00:00:00.000000,6462,80.9,81.0,80.3,80.5,80.5,210000,16911400,158,半導體業,神盾,tpex,2025-04-14,80.5,1,1,1
2023-03-07T00:00:00.000000,6462,79.5,80.1,76.9,79.7,79.7,641000,50440500,516,半導體業,神盾,tpex,2025-04-14,80.5,0,0,1
2023-03-08T00:00:00.000000,6462,78.3,79.5,77.6,79.4,79.4,243000,19209400,190,半導體業,神盾,tpex,2025-04-14,80.5,0,0,0
2023-03-09T00:00:00.000000,6462,79.4,80.7,79.4,80.1,80.1,347000,27810000,257,半導體業,神盾,tpex,2025-04-14,80.5,0,0,0
2023-03-10T00:00:00.000000,6462,79.7,79.7,78.6,79.3,79.3,224000,17742400,183,半導體業,神盾,tpex,2025-04-14,80.5,0,0,0
2023-03-13T00:00:00.000000,6462,79.7,81.0,78.3,80.2,80.2,366000,29352300,305,半導體業,神盾,tpex,2025-04-14,80.5,0,0,0
2023-03-14T00:00:00.000000,6462,80.5,80.5,79.1,79.5,79.5,143000,11381300,128,半導體業,神盾,tpex,2025-04-14,80.5,0,0,0
2023-03-15T00:00:00.000000,6462,79.6,80.0,79.0,79.1,79.1,196000,15553700,165,半導體業,神盾,tpex,2025-04-14,80.5,0,0,0
2023-03-16T00:00:00.000000,6462,78.6,79.3,77.8,78.5,78.5,220000,17271600,153,半導體業,神盾,tpex,2025-04-14,80.5,0,0,0
2023-03-17T00:00:00.000000,6462,78.6,80.6,78.6,80.4,80.4,216000,17270300,179,半導體業,神盾,tpex,2025-04-14,80.5,0,0,0
2023-03-20T00:00:00.000000,6462,80.4,88.4,80.4,88.4,88.4,1331000,115236000,1000,半導體業,神盾,tpex,2025-04-14,88.4,1,1,0
2023-03-21T00:00:00.000000,6462,90.0,95.3,90.0,90.7,90.7,2932000,273653300,2352,半導體業,神盾,tpex,2025-04-14,90.7,1,1,1
2023-03-22T00:00:00.000000,6462,92.0,95.7,91.6,93.0,93.0,1721000,160916700,1304,半導體業,神盾,tpex,2025-04-14,93.0,1,1,1
2023-03-23T00:00:00.000000,6462,92.0,94.7,91.6,92.8,92.8,673000,62663500,530,半導體業,神盾,tpex,2025-04-14,93.0,0,0,1
2023-03-24T00:00:00.000000,6462,94.2,94.2,89.1,89.9,89.9,890000,80738200,711,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-03-27T00:00:00.000000,6462,90.7,90.9,88.8,88.8,88.8,326000,29231100,270,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-03-28T00:00:00.000000,6462,89.0,90.0,85.4,85.5,85.5,482000,41814500,423,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-03-29T00:00:00.000000,6462,87.3,87.3,85.0,85.0,85.0,314000,26881100,281,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-03-30T00:00:00.000000,6462,85.6,89.6,85.6,89.5,89.5,1094000,96791900,843,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-03-31T00:00:00.000000,6462,89.8,90.6,86.8,87.9,87.9,873000,77266500,675,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-04-06T00:00:00.000000,6462,87.9,88.7,86.0,87.5,87.5,357000,31274200,257,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-04-07T00:00:00.000000,6462,87.2,88.4,86.8,86.8,86.8,231000,20189800,175,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-04-10T00:00:00.000000,6462,87.0,87.6,86.3,86.7,86.7,156000,13566000,136,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-04-11T00:00:00.000000,6462,86.7,88.4,85.7,87.7,87.7,498000,43228500,370,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-04-12T00:00:00.000000,6462,88.6,90.6,87.9,90.6,90.6,526000,46879900,401,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-04-13T00:00:00.000000,6462,90.0,90.0,88.6,89.0,89.0,318000,28352600,261,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-04-14T00:00:00.000000,6462,89.5,89.9,87.5,87.5,87.5,289000,25556100,239,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-04-17T00:00:00.000000,6462,88.7,88.9,87.3,88.0,88.0,170000,14968800,128,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-04-18T00:00:00.000000,6462,88.1,89.1,86.2,86.3,86.3,370000,32335500,312,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-04-19T00:00:00.000000,6462,86.4,86.6,85.0,85.0,85.0,241000,20604900,216,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-04-20T00:00:00.000000,6462,84.7,85.2,83.5,83.5,83.5,244000,20510000,187,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-04-21T00:00:00.000000,6462,83.9,83.9,81.7,81.8,81.8,258000,21251700,207,半導體業,神盾,tpex,2025-04-14,93.0,0,0,0
2023-04-24T00:00:00.000000,6462,79.6,84.2,79.6,83.7,83.7,189000,15726500,151,半導體業,神盾,tpex,2025-04-14,92.8,0,0,0
2023-04-25T00:00:00.000000,6462,84.2,84.2,80.3,81.0,81.0,238000,19297200,193,半導體業,神盾,tpex,2025-04-14,90.6,0,0,0
2023-04-26T00:00:00.000000,6462,81.0,81.6,79.9,81.2,81.2,126000,10189800,104,半導體業,神盾,tpex,2025-04-14,90.6,0,0,0
2023-04-27T00:00:00.000000,6462,81.5,84.3,81.0,83.7,83.7,201000,16679300,159,半導體業,神盾,tpex,2025-04-14,90.6,0,0,0
2023-04-28T00:00:00.000000,6462,85.8,85.8,84.1,85.1,85.1,181000,15381200,144,半導體業,神盾,tpex,2025-04-14,90.6,0,0,0
2023-05-02T00:00:00.000000,6462,85.4,85.6,83.6,83.6,83.6,98000,8277600,86,半導體業,神盾,tpex,2025-04-14,90.6,0,0,0
2023-05-03T00:00:00.000000,6462,83.8,85.0,82.3,84.4,84.4,122000,10268300,107,半導體業,神盾,tpex,2025-04-14,90.6,0,0,0
2023-05-04T00:00:00.000000,6462,84.8,84.8,83.5,83.7,83.7,40000,3360100,36,半導體業,神盾,tpex,2025-04-14,90.6,0,0,0
2023-05-05T00:00:00.000000,6462,83.7,84.4,83.4,83.5,83.5,71000,5938400,51,半導體業,神盾,tpex,2025-04-14,90.6,0,0,0
2023-05-08T00:00:00.000000,6462,83.7,84.1,83.0,83.0,83.0,62000,5182700,49,半導體業,神盾,tpex,2025-04-14,90.6,0,0,0
2023-05-09T00:00:00.000000,6462,83.5,84.0,81.3,83.2,83.2,140000,11606300,133,半導體業,神盾,tpex,2025-04-14,90.6,0,0,0
2023-05-10T00:00:00.000000,6462,82.1,84.1,82.1,82.6,82.6,89000,7371300,67,半導體業,神盾,tpex,2025-04-14,90.6,0,0,0
2023-05-11T00:00:00.000000,6462,82.6,82.6,80.2,80.3,80.3,150000,12103100,122,半導體業,神盾,tpex,2025-04-14,89.0,0,0,0
2023-05-12T00:00:00.000000,6462,80.3,82.8,80.3,82.0,82.0,84000,6847300,71,半導體業,神盾,tpex,2025-04-14,88.0,0,0,0
2023-05-15T00:00:00.000000,6462,82.2,84.4,81.2,84.4,84.4,260000,21709200,189,半導體業,神盾,tpex,2025-04-14,88.0,0,0,0
2023-05-16T00:00:00.000000,6462,85.0,85.6,84.0,85.2,85.2,287000,24346000,205,半導體業,神盾,tpex,2025-04-14,86.3,0,0,0
2023-05-17T00:00:00.000000,6462,85.0,87.1,84.5,85.8,85.8,378000,32596100,271,半導體業,神盾,tpex,2025-04-14,85.8,0,1,0
2023-05-18T00:00:00.000000,6462,87.0,87.3,85.6,86.0,86.0,92000,7912400,71,半導體業,神盾,tpex,2025-04-14,86.0,1,1,0
2023-05-19T00:00:00.000000,6462,86.0,86.4,82.5,84.0,84.0,212000,18002700,184,半導體業,神盾,tpex,2025-04-14,86.0,0,0,1
2023-05-22T00:00:00.000000,6462,84.0,85.6,84.0,84.8,84.8,106000,9005900,86,半導體業,神盾,tpex,2025-04-14,86.0,0,0,0
2023-05-23T00:00:00.000000,6462,84.0,85.6,84.0,85.1,85.1,69000,5868000,56,半導體業,神盾,tpex,2025-04-14,86.0,0,0,0
2023-05-24T00:00:00.000000,6462,87.4,87.4,84.6,84.8,84.8,160000,13723100,125,半導體業,神盾,tpex,2025-04-14,86.0,0,0,0
2023-05-25T00:00:00.000000,6462,85.8,85.8,84.3,84.7,84.7,52000,4412400,45,半導體業,神盾,tpex,2025-04-14,86.0,0,0,0
2023-05-26T00:00:00.000000,6462,84.3,85.3,84.3,84.5,84.5,77000,6500100,60,半導體業,神盾,tpex,2025-04-14,86.0,0,0,0
2023-05-29T00:00:00.000000,6462,84.1,86.4,84.1,86.0,86.0,158000,13502700,139,半導體業,神盾,tpex,2025-04-14,86.0,0,1,0
2023-05-30T00:00:00.000000,6462,87.0,87.0,84.7,86.0,86.0,84000,7221200,64,半導體業,神盾,tpex,2025-04-14,86.0,0,1,0
2023-05-31T00:00:00.000000,6462,85.1,86.5,85.1,85.6,85.6,104000,8931400,86,半導體業,神盾,tpex,2025-04-14,86.0,0,0,0
2023-06-01T00:00:00.000000,6462,86.3,86.3,85.1,85.5,85.5,110000,9406800,76,半導體業,神盾,tpex,2025-04-14,86.0,0,0,0
2023-06-02T00:00:00.000000,6462,85.5,85.5,84.2,84.3,84.3,139000,11777900,122,半導體業,神盾,tpex,2025-04-14,86.0,0,0,0
2023-06-05T00:00:00.000000,6462,85.5,86.1,84.5,85.7,85.7,217000,18573500,165,半導體業,神盾,tpex,2025-04-14,86.0,0,0,0
2023-06-06T00:00:00.000000,6462,86.1,86.5,84.4,85.3,85.3,125000,10637500,91,半導體業,神盾,tpex,2025-04-14,86.0,0,0,0
2023-06-07T00:00:00.000000,6462,85.6,86.1,84.8,85.3,85.3,189000,16183200,136,半導體業,神盾,tpex,2025-04-14,86.0,0,0,0
2023-06-08T00:00:00.000000,6462,85.3,92.4,85.2,90.2,90.2,1330000,118678300,1025,半導體業,神盾,tpex,2025-04-14,90.2,1,1,0
2023-06-09T00:00:00.000000,6462,90.7,91.2,87.4,89.2,89.2,643000,57124400,482,半導體業,神盾,tpex,2025-04-14,90.2,0,0,1
2023-06-12T00:00:00.000000,6462,89.9,91.5,88.3,90.2,90.2,361000,32564200,294,半導體業,神盾,tpex,2025-04-14,90.2,0,1,0
2023-06-13T00:00:00.000000,6462,90.1,90.2,88.6,88.7,88.7,279000,24892500,225,半導體業,神盾,tpex,2025-04-14,90.2,0,0,0
2023-06-14T00:00:00.000000,6462,89.0,91.9,89.0,90.2,90.2,734000,66651500,501,半導體業,神盾,tpex,2025-04-14,90.2,0,1,0
2023-06-15T00:00:00.000000,6462,91.7,92.8,90.9,91.1,91.1,726000,66576300,497,半導體業,神盾,tpex,2025-04-14,91.1,1,1,0
2023-06-16T00:00:00.000000,6462,91.9,92.0,89.5,91.6,91.6,503000,45747200,389,半導體業,神盾,tpex,2025-04-14,91.6,1,1,1
2023-06-19T00:00:00.000000,6462,90.5,100.5,90.5,100.5,100.5,2694000,265746900,1855,半導體業,神盾,tpex,2025-04-14,100.5,1,1,1
2023-06-20T00:00:00.000000,6462,101.0,110.0,97.3,108.5,108.5,3924000,404189400,2888,半導體業,神盾,tpex,2025-04-14,108.5,1,1,1
2023-06-21T00:00:00.000000,6462,107.5,111.0,106.0,106.0,106.0,2527000,273233000,1850,半導體業,神盾,tpex,2025-04-14,108.5,0,0,1
2023-06-26T00:00:00.000000,6462,105.0,108.5,99.8,103.5,103.5,1156000,120650700,855,半導體業,神盾,tpex,2025-04-14,108.5,0,0,0
2023-06-27T00:00:00.000000,6462,104.5,107.0,101.0,101.5,101.5,842000,87539000,657,半導體業,神盾,tpex,2025-04-14,108.5,0,0,0
2023-06-28T00:00:00.000000,6462,103.0,104.0,100.5,102.5,102.5,604000,61812500,443,半導體業,神盾,tpex,2025-04-14,108.5,0,0,0
2023-06-29T00:00:00.000000,6462,106.5,110.0,102.5,102.5,102.5,1789000,190196000,1362,半導體業,神盾,tpex,2025-04-14,108.5,0,0,0
2023-06-30T00:00:00.000000,6462,103.0,107.0,101.5,107.0,107.0,770000,80509000,652,半導體業,神盾,tpex,2025-04-14,108.5,0,0,0
