date,stock_id,open,high,low,close,spread,trading_volume,trading_money,trading_turnover,industry_category,stock_name,type,date_right,rolling_max_20,break_20_day_high,is_20_day_high,short_entry
2023-06-02T00:00:00.000000,2330,559.0,564.0,557.0,562.0,562.0,34705102,19460144774,30644,半導體業,台積電,twse,2025-04-14,568.0,0,0,0
2023-06-05T00:00:00.000000,2330,560.0,560.0,555.0,555.0,555.0,17483804,9730882750,20211,半導體業,台積電,twse,2025-04-14,568.0,0,0,0
2023-06-06T00:00:00.000000,2330,554.0,562.0,553.0,560.0,560.0,21562088,12043550635,15551,半導體業,台積電,twse,2025-04-14,568.0,0,0,0
2023-06-07T00:00:00.000000,2330,561.0,568.0,560.0,568.0,568.0,29091913,16449319451,29548,半導體業,台積電,twse,2025-04-14,568.0,0,1,0
2023-06-08T00:00:00.000000,2330,562.0,568.0,555.0,559.0,559.0,25250687,14190442437,27238,半導體業,台積電,twse,2025-04-14,568.0,0,0,0
2023-06-09T00:00:00.000000,2330,561.0,566.0,561.0,565.0,565.0,19776199,11160654540,16713,半導體業,台積電,twse,2025-04-14,568.0,0,0,0
2023-06-12T00:00:00.000000,2330,574.0,574.0,571.0,574.0,574.0,28656646,16431644333,38130,半導體業,台積電,twse,2025-04-14,574.0,1,1,0
2023-06-13T00:00:00.000000,2330,593.0,594.0,589.0,593.0,593.0,62671781,37077358748,84903,半導體業,台積電,twse,2025-04-14,593.0,1,1,1
2023-06-14T00:00:00.000000,2330,590.0,591.0,587.0,590.0,590.0,25981992,15311616372,28171,半導體業,台積電,twse,2025-04-14,593.0,0,0,1
2023-06-15T00:00:00.000000,2330,590.0,593.0,587.0,591.0,591.0,29868798,17618169127,28303,半導體業,台積電,twse,2025-04-14,593.0,0,0,0
2023-06-16T00:00:00.000000,2330,590.0,590.0,584.0,589.0,589.0,41560389,24417862365,27450,半導體業,台積電,twse,2025-04-14,593.0,0,0,0
2023-06-19T00:00:00.000000,2330,583.0,585.0,582.0,583.0,583.0,14883308,8682282040,18979,半導體業,台積電,twse,2025-04-14,593.0,0,0,0
2023-06-20T00:00:00.000000,2330,579.0,585.0,579.0,583.0,583.0,17013418,9902274410,17658,半導體業,台積電,twse,2025-04-14,593.0,0,0,0
2023-06-21T00:00:00.000000,2330,582.0,585.0,578.0,581.0,581.0,23718735,13782152333,25132,半導體業,台積電,twse,2025-04-14,593.0,0,0,0
2023-06-26T00:00:00.000000,2330,576.0,578.0,574.0,574.0,574.0,29870090,17192208130,28167,半導體業,台積電,twse,2025-04-14,593.0,0,0,0
2023-06-27T00:00:00.000000,2330,570.0,575.0,569.0,572.0,572.0,22447417,12847067878,20736,半導體業,台積電,twse,2025-04-14,593.0,0,0,0
2023-06-28T00:00:00.000000,2330,579.0,579.0,571.0,574.0,574.0,18684508,10734873692,15939,半導體業,台積電,twse,2025-04-14,593.0,0,0,0
2023-06-29T00:00:00.000000,2330,578.0,580.0,570.0,573.0,573.0,18046268,10372330946,17649,半導體業,台積電,twse,2025-04-14,593.0,0,0,0
2023-06-30T00:00:00.000000,2330,570.0,576.0,568.0,576.0,576.0,33830922,19401712736,20529,半導體業,台積電,twse,2025-04-14,593.0,0,0,0
